#RPLIDAR SCAN DATA
#COUNT=637
#Angule	Distance	Quality
287.4683 2408.0 188
287.7155 2448.0 188
288.4186 2512.0 188
289.8578 1904.0 188
290.1215 1894.0 188
290.4181 1880.0 188
290.6873 1870.0 188
290.9344 1860.0 188
291.1871 1844.0 188
291.4343 1832.0 188
291.6980 1820.0 188
291.9507 1806.0 188
292.1979 1796.0 188
292.4670 1786.0 188
292.7142 1774.0 188
292.9669 1764.0 188
293.2800 1752.0 188
293.5272 1744.0 188
293.7799 1732.0 188
294.0436 1722.0 188
294.2963 1720.0 188
294.5435 1724.0 188
294.8071 1728.0 188
295.0598 1734.0 188
295.3125 1740.0 188
295.5597 1746.0 188
295.8234 1754.0 188
296.0760 1756.0 188
296.2793 1764.0 188
296.5265 1770.0 188
296.7792 1776.0 188
297.0264 1782.0 188
297.2955 1790.0 188
297.5427 1798.0 188
297.7954 1806.0 188
298.0591 1812.0 188
298.3118 1818.0 188
298.5590 1824.0 188
298.8116 1832.0 188
299.0588 1838.0 188
299.3280 1848.0 188
299.5752 1858.0 188
299.8279 1864.0 188
300.0751 1872.0 188
300.3278 1880.0 188
300.5750 1886.0 188
300.7782 1896.0 188
301.0309 1904.0 188
301.2781 1910.0 188
301.5308 1918.0 188
301.7944 1926.0 188
302.0416 1936.0 188
302.2943 1944.0 188
302.5415 1954.0 188
302.7942 1966.0 188
303.0469 1970.0 188
303.8104 1986.0 188
304.7333 3596.0 188
304.9969 3584.0 188
305.2496 3580.0 188
305.7495 3584.0 188
306.6394 1850.0 188
306.9031 1854.0 188
307.1558 1858.0 188
307.4030 1864.0 188
307.6556 1866.0 188
310.3583 3208.0 188
312.1216 3168.0 188
312.6215 3136.0 188
313.1213 3156.0 188
313.3905 3176.0 188
313.6377 3168.0 188
